time,refact,number
2011,Add Method Annotation,2
2011,Modify Method Annotation,14
2011,Move And Rename Method,1
2011,Move Package,1
2011,Remove Class Modifier,1
2011,Change Parameter Type,1
2011,Rename Class,3
2011,Extract Attribute,1
2011,Move Class,44
2011,Move And Rename Class,4
2011,Change Thrown Exception Type,11
2011,Remove Parameter,1
2011,Extract Variable,1
2011,Add Class Annotation,7
2011,Rename Method,4
2011,Change Attribute Access Modifier,3
2011,Change Method Access Modifier,4
2011,Parameterize Variable,1
2011,Modify Class Annotation,10
2011,Add Class Modifier,5
2011,Extract And Move Method,2
2011,Modify Attribute Annotation,1
2011,Rename Package,2
2011,Move Method,5
2011,Add Parameter Modifier,1
2011,Remove Method Annotation,1
2011,Remove Method Modifier,2
2011,Encapsulate Attribute,7
2011,Change Variable Type,4
2011,Add Thrown Exception Type,13
2011,Extract Method,1
2011,Pull Up Method,1
2011,Add Variable Modifier,3
2011,Add Parameter,10
2011,Rename Variable,2
2011,Remove Attribute Annotation,6
2011,Change Return Type,5
2011,Add Attribute Modifier,13
2011,Add Attribute Annotation,3
2011,Rename Attribute,3
2011,Change Class Access Modifier,1
2011,Change Type Declaration Kind,1
2011,Change Attribute Type,2
2011,Rename Parameter,3
2012,Add Method Annotation,44
2012,Localize Parameter,10
2012,Move And Rename Method,25
2012,Remove Parameter Modifier,1
2012,Extract Subclass,2
2012,Move Source Folder,26
2012,Pull Up Attribute,20
2012,Move Attribute,28
2012,Move Class,34
2012,Move And Rename Class,13
2012,Replace Attribute With Variable,1
2012,Extract Variable,81
2012,Inline Variable,33
2012,Rename Method,131
2012,Modify Parameter Annotation,36
2012,Reorder Parameter,8
2012,Split Package,1
2012,Change Method Access Modifier,86
2012,Remove Parameter Annotation,65
2012,Replace Variable With Attribute,1
2012,Extract And Move Method,26
2012,Rename Package,4
2012,Add Parameter Modifier,42
2012,Push Down Attribute,3
2012,Remove Method Annotation,111
2012,Merge Parameter,2
2012,Encapsulate Attribute,19
2012,Remove Method Modifier,25
2012,Move And Rename Attribute,3
2012,Change Variable Type,282
2012,Split Variable,1
2012,Add Thrown Exception Type,57
2012,Parameterize Attribute,1
2012,Push Down Method,9
2012,Add Variable Modifier,4
2012,Add Parameter,216
2012,Rename Variable,135
2012,Inline Method,44
2012,Add Attribute Modifier,37
2012,Add Attribute Annotation,9
2012,Rename Attribute,69
2012,Extract Superclass,7
2012,Change Type Declaration Kind,3
2012,Change Class Access Modifier,4
2012,Modify Method Annotation,63
2012,Move Package,3
2012,Add Parameter Annotation,44
2012,Change Parameter Type,147
2012,Remove Class Modifier,3
2012,Rename Class,39
2012,Extract Attribute,14
2012,Change Thrown Exception Type,53
2012,Remove Parameter,96
2012,Merge Variable,5
2012,Add Class Annotation,10
2012,Change Attribute Access Modifier,52
2012,Parameterize Variable,30
