time,refact,number
2006,Add Method Annotation,1
2006,Localize Parameter,5
2006,Move And Rename Method,5
2006,Remove Parameter Modifier,1
2006,Extract Subclass,4
2006,Move Source Folder,6
2006,Pull Up Attribute,6
2006,Move Attribute,67
2006,Move And Rename Class,6
2006,Move Class,61
2006,Extract Variable,17
2006,Inline Variable,11
2006,Rename Method,86
2006,Reorder Parameter,2
2006,Change Method Access Modifier,35
2006,Replace Variable With Attribute,5
2006,Extract And Move Method,1
2006,Rename Package,3
2006,Push Down Attribute,4
2006,Merge Parameter,2
2006,Remove Method Modifier,25
2006,Encapsulate Attribute,7
2006,Move And Rename Attribute,2
2006,Change Variable Type,86
2006,Add Thrown Exception Type,17
2006,Parameterize Attribute,1
2006,Push Down Method,21
2006,Add Parameter,50
2006,Rename Variable,27
2006,Inline Method,4
2006,Add Attribute Modifier,21
2006,Rename Attribute,11
2006,Extract Superclass,3
2006,Change Class Access Modifier,5
2006,Change Type Declaration Kind,4
2006,Move Package,2
2006,Change Parameter Type,90
2006,Remove Class Modifier,3
2006,Rename Class,18
2006,Remove Parameter,102
2006,Change Thrown Exception Type,2
2006,Change Attribute Access Modifier,2
2006,Parameterize Variable,2
2006,Remove Attribute Modifier,15
2006,Move Method,157
2006,Add Method Modifier,11
2006,Extract Class,18
2006,Extract Method,24
2006,Pull Up Method,122
2006,Change Return Type,56
2006,Remove Thrown Exception Type,57
2006,Merge Class,2
2006,Extract Interface,1
2006,Change Attribute Type,85
2006,Rename Parameter,64
2007,Add Method Annotation,819
2007,Localize Parameter,7
2007,Move And Rename Method,17
2007,Extract Subclass,4
2007,Remove Parameter Modifier,25
2007,Collapse Hierarchy,1
2007,Move Source Folder,5
2007,Pull Up Attribute,57
2007,Move Attribute,57
2007,Replace Attribute With Variable,5
2007,Move Class,109
2007,Move And Rename Class,13
2007,Extract Variable,41
2007,Inline Variable,9
2007,Split Attribute,2
2007,Rename Method,245
2007,Reorder Parameter,1
2007,Split Package,2
2007,Change Method Access Modifier,152
2007,Replace Variable With Attribute,22
2007,Extract And Move Method,43
2007,Rename Package,3
2007,Push Down Attribute,19
2007,Add Parameter Modifier,1
2007,Remove Method Annotation,88
2007,Merge Parameter,2
2007,Remove Method Modifier,45
2007,Encapsulate Attribute,24
2007,Change Variable Type,433
2007,Add Thrown Exception Type,50
2007,Push Down Method,110
2007,Add Variable Modifier,5
2007,Add Parameter,141
2007,Rename Variable,92
2007,Inline Method,9
2007,Add Attribute Modifier,82
2007,Merge Package,1
2007,Add Attribute Annotation,2
2007,Rename Attribute,65
2007,Extract Superclass,17
2007,Change Type Declaration Kind,8
2007,Change Class Access Modifier,39
2007,Add Parameter Annotation,1
2007,Move Package,1
2007,Change Parameter Type,428
2007,Remove Class Modifier,11
2007,Rename Class,79
2007,Remove Variable Modifier,3
2007,Extract Attribute,4
2007,Change Thrown Exception Type,9
2007,Remove Parameter,121
2007,Merge Variable,1
2007,Add Class Annotation,3
2007,Change Attribute Access Modifier,30
2007,Parameterize Variable,15
2007,Remove Attribute Modifier,40
2007,Add Class Modifier,16
2007,Move And Inline Method,11
2007,Move Method,104
2007,Add Method Modifier,270
2007,Extract Class,11
2007,Split Parameter,3
2007,Extract Method,78
2007,Pull Up Method,100
2007,Inline Attribute,1
2007,Change Return Type,438
2007,Remove Attribute Annotation,2
