time,refact,number
2011,Add Method Annotation,3
2011,Change Parameter Type,1
2011,Rename Variable,3
2011,Inline Method,2
2011,Rename Attribute,1
2011,Extract Method,7
2011,Rename Parameter,3
2012,Rename Method,2
2012,Add Parameter,1
2012,Change Parameter Type,1
2012,Inline Method,2
2012,Extract Method,2
2012,Rename Parameter,2
2013,Add Method Annotation,1
2013,Modify Method Annotation,1
2013,Move Package,1
2013,Change Parameter Type,6
2013,Pull Up Attribute,1
2013,Move Attribute,10
2013,Rename Class,6
2013,Extract Attribute,2
2013,Move Class,8
2013,Move And Rename Class,3
2013,Remove Parameter,3
2013,Extract Variable,11
2013,Inline Variable,1
2013,Rename Method,12
2013,Add Class Annotation,6
2013,Change Attribute Access Modifier,4
2013,Change Method Access Modifier,17
2013,Replace Variable With Attribute,3
2013,Add Variable Annotation,2
2013,Add Class Modifier,1
2013,Move Method,5
2013,Rename Package,3
2013,Extract Class,2
2013,Change Variable Type,13
2013,Extract Method,12
2013,Add Thrown Exception Type,1
2013,Parameterize Attribute,1
2013,Pull Up Method,7
2013,Inline Attribute,1
2013,Add Parameter,4
2013,Rename Variable,6
2013,Inline Method,2
2013,Change Return Type,3
2013,Extract Superclass,3
2013,Rename Attribute,10
2013,Change Class Access Modifier,3
2013,Change Attribute Type,6
2013,Rename Parameter,3
2014,Add Method Annotation,4
2014,Move And Rename Method,1
2014,Move Method,11
2014,Move Source Folder,7
2014,Pull Up Attribute,6
2014,Rename Class,1
2014,Extract Class,1
2014,Move Attribute,16
2014,Move Class,3
2014,Replace Attribute With Variable,3
2014,Remove Parameter,1
2014,Change Variable Type,4
2014,Extract Method,1
2014,Rename Method,11
2014,Pull Up Method,3
2014,Add Parameter,4
2014,Change Attribute Access Modifier,1
2014,Rename Variable,10
2014,Extract Superclass,1
2014,Rename Attribute,3
2014,Change Class Access Modifier,1
2014,Change Attribute Type,1
2014,Rename Parameter,1
2015,Remove Method Annotation,1
2015,Extract Variable,1
2015,Remove Attribute Modifier,1
2015,Inline Variable,1
2015,Change Attribute Type,1
2015,Modify Class Annotation,1
2016,Rename Method,1
2016,Change Return Type,1
2016,Modify Class Annotation,1
2017,Add Method Modifier,1
2018,Add Method Annotation,1
2018,Change Thrown Exception Type,1
2018,Change Variable Type,2
2019,Add Attribute Modifier,2
2020,Remove Thrown Exception Type,4
2020,Modify Class Annotation,3
