time,regularCommit,refactoringCommit
200203,1,0
200204,7,1
200206,5,1
200207,9,3
200208,11,1
200209,1,0
200210,16,1
200211,5,0
200212,2,0
200302,7,0
200303,14,2
200304,2,1
200305,4,1
200306,12,1
200307,1,0
200309,1,0
200310,2,0
200401,4,0
200402,7,0
200403,2,1
200404,2,0
200407,2,0
200408,1,0
200410,14,0
200411,1,0
200412,13,0
200501,2,0
200502,2,0
200504,1,0
200508,1,0
200509,1,0
200511,23,0
200512,21,3
200601,3,0
200602,1,0
200604,4,0
200605,18,0
200606,13,1
200607,2,0
200608,12,7
200609,11,0
200610,2,0
200611,12,0
200612,9,0
200701,4,0
200702,3,0
200703,7,2
200704,1,1
200706,4,1
200707,10,0
200708,7,0
200709,5,3
200711,2,0
200712,9,1
200801,3,0
200802,1,1
200803,5,0
200805,2,0
200807,1,0
200808,1,0
200901,6,2
200902,1,0
200905,2,0
200907,1,0
200910,1,0
201003,8,0
201004,4,0
201007,24,1
201008,3,0
201009,1,0
201010,1,0
201103,2,0
201110,1,0
201205,1,0
201301,1,0
201302,2,0
201303,341,48
201304,4,1
201305,1,0
201307,1,1
201308,1,1
201310,1,0
201311,1,0
201402,59,12
201403,1,0
201405,3,0
201407,1,0
201410,1,0
201411,8,0
201412,4,0
201501,4,0
201502,1,0
201505,1,0
201512,1,0
201601,2,0
201605,6,0
201606,5,0
201607,7,0
201608,5,2
201610,1,0
201611,2,0
201612,1,0
201705,1,0
201706,19,1
201708,3,0
201709,4,0
201710,4,1
201711,2,0
201712,4,0
201801,1,0
201802,3,0
201805,7,4
201812,15,1
201902,2,0
201903,4,1
201904,2,0
201905,5,0
201906,1,0
201907,7,0
201908,3,0
201909,5,5
201910,1,1
201912,3,2
202001,2,1
202003,1,0
202004,1,0
202005,13,1
202006,2,0
202007,6,0
202008,9,0
202009,3,0
202010,5,0
202011,10,3
202012,8,1
202101,8,0
202102,6,0
202103,4,0
202104,14,4
202105,23,5
202106,2,0
202107,5,0
202108,4,1
202109,17,2
202110,3,0
202111,1,0
202112,2,0
202201,11,0
202202,5,3
202203,8,0
202204,4,0
202206,11,0
202207,8,1
202208,15,0
202209,22,0
202210,15,0
202211,3,0
202212,18,0
202301,20,0
202302,6,0
202303,5,2
202304,49,18
202305,37,13
202306,108,41
202307,41,8
202308,8,2
202309,24,3
202310,21,2
202311,13,2
202312,22,1
202401,11,0
202402,11,1
202403,11,3
