time,regularCommit,time,refactoringCommit
200506,14,200506,2
200507,58,200507,17
200508,53,200508,21
200509,112,200509,20
200510,62,200510,6
200511,76,200511,12
200512,140,200512,30
200601,114,200601,19
200602,59,200602,14
200603,64,200603,7
200604,66,200604,11
200605,108,200605,17
200606,147,200606,58
200607,160,200607,47
200608,202,200608,28
200609,122,200609,30
200610,178,200610,48
200611,110,200611,24
200612,80,200612,11
200701,94,200701,24
200702,60,200702,8
200703,96,200703,25
200704,51,200704,17
200705,167,200705,40
200706,197,200706,57
200707,131,200707,31
200708,42,200708,7
200709,52,200709,7
200710,30,200710,4
200711,10,200711,4
200712,16,200712,0
200801,2,200801,0
200802,16,200802,1
200803,1,200803,0
200804,9,200804,1
200805,3,200805,1
200806,7,200806,1
200807,5,200807,0
200809,4,200809,1
200810,6,200810,2
200811,5,200811,0
200812,5,200812,1
200901,11,200901,0
200902,9,200902,2
200903,9,200903,3
200904,14,200904,3
200905,9,200905,1
200906,6,200906,1
200907,17,200907,3
200908,3,200908,0
200909,33,200909,10
200910,22,200910,5
200911,2,200911,0
200912,5,200912,2
201001,10,201001,1
201002,17,201002,4
201003,23,201003,3
201004,7,201004,2
201005,3,201005,0
201006,4,201006,0
201007,3,201007,0
201008,15,201008,4
201009,8,201009,1
201010,4,201010,0
201011,6,201011,1
201012,25,201012,2
201101,12,201101,0
201102,25,201102,0
201103,24,201103,0
201104,11,201104,2
201105,9,201105,0
201106,3,201106,1
201107,3,201107,1
201108,8,201108,2
201109,1,201109,0
201110,7,201110,0
201111,8,201111,6
201201,17,201201,3
201202,17,201202,3
201203,2,201203,0
201205,11,201205,2
201206,1,201206,0
201207,1,201207,0
201209,3,201209,1
201210,1,201210,0
201211,6,201211,0
201212,13,201212,0
201301,8,201301,0
201303,2,201303,0
201304,28,201304,6
201305,17,201305,1
201306,40,201306,6
201307,70,201307,13
201308,51,201308,11
201309,13,201309,9
201310,11,201310,3
201311,6,201311,1
201312,24,201312,8
201401,33,201401,12
201402,19,201402,8
201403,43,201403,20
201404,27,201404,12
201405,9,201405,4
201406,62,201406,6
201407,92,201407,12
201408,63,201408,23
201409,16,201409,4
201410,1,201410,0
201411,3,201411,0
201412,1,201412,0
201501,14,201501,2
201502,5,201502,0
201503,7,201503,0
201504,1,201504,0
201505,14,201505,3
201508,1,201508,0
201509,4,201509,0
201510,4,201510,1
201511,1,201511,0
201512,18,201512,0
201601,10,201601,1
201603,2,201603,0
201604,5,201604,0
201605,1,201605,0
201606,6,201606,0
201609,1,201609,0
201610,1,201610,0
201611,1,201611,0
201701,1,201701,0
201702,2,201702,0
201703,4,201703,0
201704,1,201704,0
201706,3,201706,0
201707,4,201707,0
201708,6,201708,2
201709,3,201709,0
201710,20,201710,2
201711,2,201711,1
201802,9,201802,1
201803,3,201803,1
201804,1,201804,0
201805,3,201805,0
201807,4,201807,0
201808,7,201808,1
201809,10,201809,1
201810,17,201810,2
201811,1,201811,0
201812,14,201812,4
201901,39,201901,4
201903,1,201903,0
201904,5,201904,1
201905,13,201905,2
201906,18,201906,0
201907,5,201907,3
201908,5,201908,0
201909,12,201909,0
201910,6,201910,0
201911,20,201911,12
201912,13,201912,1
202002,8,202002,0
202003,4,202003,1
202004,8,202004,0
202005,12,202005,0
202007,2,202007,1
202008,1,202008,0
202009,15,202009,9
202012,1,202012,1
202101,24,202101,4
202102,17,202102,7
202103,12,202103,2
202104,1,202104,0
202105,12,202105,4
202106,5,202106,1
202107,14,202107,7
202108,30,202108,21
202109,10,202109,6
202110,15,202110,4
202111,1,202111,0
202112,18,202112,2
202204,2,202204,0
202206,2,202206,1
202207,1,202207,0
202303,14,202303,7
202306,3,202306,0
202307,6,202307,0
202309,1,202309,0
202310,1,202310,0
