combination,number
[Modify Method Annotation],34
[Extract Variable],34
[Add Parameter],29
[Extract Method],17
[Rename Attribute],17
[Change Variable Type],15
[Rename Method],14
[Rename Variable],13
[Modify Class Annotation],10
[Add Thrown Exception Type],10
[Change Return Type],9
[Move Source Folder],8
[Change Method Access Modifier],8
[Encapsulate Attribute],7
[Inline Method],7
[Change Parameter Type],6
[Remove Parameter],6
[Remove Thrown Exception Type],6
[Change Attribute Type],6
[Rename Class],5
[Extract Attribute],5
[Change Thrown Exception Type],5
[Add Class Annotation],5
[Extract And Move Method],5
[Change Attribute Access Modifier],4
[Modify Attribute Annotation],4
[Rename Parameter],4
[Move Class],3
[Remove Class Annotation],3
[Add Method Modifier],2
[Add Parameter Modifier],2
[Remove Method Annotation],2
[Remove Method Modifier],2
[Add Method Annotation],1
[Pull Up Attribute],1
[Move Attribute],1
[Inline Variable],1
[Remove Attribute Modifier],1
[Add Class Modifier],1
[Add Variable Modifier],1
[Inline Attribute],1
[Add Attribute Modifier],1
[Change Type Declaration Kind],1
[Change Class Access Modifier],1
combination,number
"[Add Parameter, Extract Method]",6
"[Modify Method Annotation, Modify Class Annotation]",6
"[Rename Method, Add Parameter]",4
"[Rename Variable, Extract Variable]",4
"[Rename Variable, Change Variable Type]",4
"[Add Parameter, Extract Variable]",3
"[Change Thrown Exception Type, Change Variable Type]",3
"[Add Parameter, Rename Variable]",2
"[Change Return Type, Add Thrown Exception Type]",2
"[Add Parameter, Add Attribute Modifier]",2
"[Rename Attribute, Add Thrown Exception Type]",2
"[Change Method Access Modifier, Add Method Modifier]",2
"[Rename Method, Rename Variable]",2
"[Change Return Type, Change Variable Type]",2
"[Modify Method Annotation, Extract Method]",2
"[Add Variable Modifier, Extract Method]",2
"[Add Method Annotation, Add Parameter Annotation]",2
"[Rename Attribute, Extract Variable]",2
"[Add Parameter, Change Return Type]",2
"[Modify Method Annotation, Add Parameter]",2
"[Extract Variable, Extract Method]",2
"[Extract Attribute, Add Thrown Exception Type]",2
"[Rename Variable, Rename Attribute]",2
"[Change Parameter Type, Rename Parameter]",2
"[Rename Method, Rename Class]",2
"[Change Return Type, Extract Method]",1
"[Remove Parameter, Rename Attribute]",1
"[Pull Up Method, Change Method Access Modifier]",1
"[Rename Class, Merge Variable]",1
"[Rename Method, Rename Parameter]",1
"[Add Parameter, Inline Variable]",1
"[Replace Attribute With Variable, Extract Variable]",1
"[Add Method Modifier, Extract Method]",1
"[Modify Method Annotation, Remove Attribute Modifier]",1
"[Move Attribute, Extract Variable]",1
"[Extract Variable, Extract And Move Method]",1
"[Add Class Annotation, Modify Method Annotation]",1
"[Change Return Type, Parameterize Variable]",1
"[Encapsulate Attribute, Extract Variable]",1
"[Modify Method Annotation, Remove Parameter]",1
"[Move Source Folder, Change Method Access Modifier]",1
"[Rename Attribute, Add Class Modifier]",1
"[Add Parameter, Rename Parameter]",1
"[Change Method Access Modifier, Change Variable Type]",1
"[Add Thrown Exception Type, Rename Parameter]",1
"[Rename Method, Rename Attribute]",1
"[Modify Attribute Annotation, Rename Attribute]",1
"[Change Method Access Modifier, Add Class Modifier]",1
"[Add Parameter Modifier, Rename Parameter]",1
"[Extract Method, Inline Variable]",1
"[Add Class Annotation, Modify Class Annotation]",1
"[Extract Variable, Inline Variable]",1
"[Merge Variable, Merge Parameter]",1
"[Add Method Modifier, Extract Attribute]",1
"[Move Class, Rename Attribute]",1
"[Rename Method, Extract Method]",1
"[Move Method, Change Type Declaration Kind]",1
"[Rename Variable, Extract Method]",1
"[Rename Method, Remove Attribute Modifier]",1
"[Extract Attribute, Extract Variable]",1
"[Change Method Access Modifier, Extract Attribute]",1
"[Add Method Annotation, Modify Method Annotation]",1
"[Add Parameter, Add Method Modifier]",1
"[Parameterize Variable, Extract Variable]",1
"[Add Parameter, Parameterize Variable]",1
"[Add Parameter, Remove Parameter]",1
"[Rename Variable, Modify Class Annotation]",1
"[Add Attribute Modifier, Add Class Modifier]",1
"[Change Parameter Type, Inline Variable]",1
"[Change Attribute Access Modifier, Add Thrown Exception Type]",1
"[Rename Method, Modify Method Annotation]",1
"[Extract Attribute, Change Variable Type]",1
"[Encapsulate Attribute, Extract Method]",1
"[Add Variable Modifier, Remove Parameter]",1
"[Rename Variable, Remove Parameter]",1
"[Change Method Access Modifier, Remove Thrown Exception Type]",1
"[Rename Method, Inline Method]",1
"[Change Variable Type, Extract Method]",1
"[Rename Method, Remove Method Annotation]",1
"[Rename Method, Change Return Type]",1
"[Replace Attribute With Variable, Change Variable Type]",1
"[Rename Method, Add Method Annotation]",1
"[Move Class, Encapsulate Attribute]",1
"[Change Parameter Type, Extract Method]",1
"[Rename Method, Extract Variable]",1
"[Change Method Access Modifier, Extract Variable]",1
"[Remove Class Modifier, Add Parameter]",1
"[Add Variable Modifier, Change Variable Type]",1
"[Modify Method Annotation, Add Thrown Exception Type]",1
"[Add Variable Modifier, Add Thrown Exception Type]",1
"[Rename Variable, Remove Variable Modifier]",1
"[Add Parameter Annotation, Change Variable Type]",1
"[Rename Method, Change Thrown Exception Type]",1
"[Remove Parameter, Change Variable Type]",1
"[Rename Variable, Extract Attribute]",1
"[Change Attribute Access Modifier, Change Method Access Modifier]",1
combination,number
"[Rename Variable, Extract Method, Rename Parameter]",3
"[Modify Method Annotation, Add Parameter, Add Thrown Exception Type]",2
"[Rename Variable, Extract Variable, Add Thrown Exception Type]",2
"[Change Return Type, Rename Class, Change Variable Type]",2
"[Rename Method, Extract Method, Rename Parameter]",2
"[Rename Method, Modify Method Annotation, Extract Method]",1
"[Modify Method Annotation, Encapsulate Attribute, Modify Class Annotation]",1
"[Change Return Type, Extract Variable, Extract Method]",1
"[Add Parameter, Extract Variable, Inline Variable]",1
"[Rename Method, Change Thrown Exception Type, Extract Method]",1
"[Remove Parameter, Change Variable Type, Extract Method]",1
"[Add Parameter, Change Method Access Modifier, Extract Variable]",1
"[Change Attribute Access Modifier, Extract Attribute, Move And Rename Attribute]",1
"[Remove Thrown Exception Type, Parameterize Variable, Extract Variable]",1
"[Change Return Type, Change Variable Type, Extract Method]",1
"[Rename Variable, Remove Parameter, Rename Attribute]",1
"[Add Method Annotation, Change Method Access Modifier, Extract Variable]",1
"[Rename Method, Add Parameter, Move Method]",1
"[Rename Attribute, Extract Variable, Extract Method]",1
"[Rename Method, Add Parameter, Rename Parameter]",1
"[Move And Inline Method, Inline Method, Change Method Access Modifier]",1
"[Localize Parameter, Add Parameter, Change Variable Type]",1
"[Change Attribute Access Modifier, Change Method Access Modifier, Add Variable Annotation]",1
"[Remove Parameter, Parameterize Variable, Extract Method]",1
"[Rename Method, Change Thrown Exception Type, Inline Variable]",1
"[Move And Rename Method, Change Method Access Modifier, Extract And Move Method]",1
"[Add Parameter, Encapsulate Attribute, Remove Method Modifier]",1
"[Modify Method Annotation, Add Parameter Annotation, Remove Parameter Annotation]",1
"[Move Class, Change Class Access Modifier, Add Class Modifier]",1
"[Change Parameter Type, Remove Thrown Exception Type, Change Variable Type]",1
"[Add Class Annotation, Change Type Declaration Kind, Add Class Modifier]",1
"[Rename Package, Move Class, Move And Rename Class]",1
"[Add Parameter, Extract Method, Rename Parameter]",1
"[Add Method Annotation, Change Parameter Type, Modify Class Annotation]",1
"[Remove Thrown Exception Type, Replace Variable With Attribute, Modify Class Annotation]",1
"[Parameterize Attribute, Change Method Access Modifier, Extract Method]",1
"[Rename Method, Extract Attribute, Extract Variable]",1
"[Move Source Folder, Change Variable Type, Extract Method]",1
"[Rename Method, Inline Variable, Add Thrown Exception Type]",1
"[Remove Parameter, Change Variable Type, Rename Parameter]",1
"[Rename Method, Remove Parameter, Extract Variable]",1
"[Localize Parameter, Change Variable Type, Add Thrown Exception Type]",1
"[Change Parameter Type, Change Variable Type, Change Attribute Type]",1
"[Rename Method, Change Attribute Access Modifier, Move Attribute]",1
"[Inline Method, Change Variable Type, Extract Variable]",1
"[Add Parameter, Rename Variable, Rename Attribute]",1
"[Add Class Annotation, Modify Method Annotation, Rename Attribute]",1
"[Add Method Annotation, Remove Parameter, Extract And Move Method]",1
"[Add Parameter, Change Method Access Modifier, Remove Parameter]",1
"[Rename Method, Modify Method Annotation, Add Parameter]",1
"[Modify Method Annotation, Change Thrown Exception Type, Add Thrown Exception Type]",1
"[Change Attribute Access Modifier, Rename Variable, Change Variable Type]",1
"[Change Method Access Modifier, Move Method, Add Method Modifier]",1
"[Add Method Annotation, Remove Method Annotation, Add Thrown Exception Type]",1
"[Pull Up Method, Add Attribute Modifier, Remove Method Annotation]",1
"[Rename Variable, Change Variable Type, Modify Class Annotation]",1
"[Pull Up Method, Change Method Access Modifier, Change Class Access Modifier]",1
"[Rename Method, Add Parameter, Change Return Type]",1
"[Move Source Folder, Change Thrown Exception Type, Change Variable Type]",1
"[Change Parameter Type, Change Method Access Modifier, Change Return Type]",1
"[Change Attribute Access Modifier, Add Attribute Modifier, Change Variable Type]",1
"[Modify Parameter Annotation, Inline Method, Extract Variable]",1
"[Rename Attribute, Add Thrown Exception Type, Rename Parameter]",1
"[Rename Variable, Extract Variable, Change Variable Type]",1
"[Add Method Annotation, Add Parameter, Extract Method]",1
"[Remove Attribute Annotation, Change Return Type, Change Attribute Type]",1
"[Modify Method Annotation, Add Parameter, Replace Variable With Attribute]",1
"[Replace Variable With Attribute, Change Variable Type, Change Attribute Type]",1
"[Change Method Access Modifier, Move Method, Remove Method Annotation]",1
"[Add Parameter, Extract Variable, Add Thrown Exception Type]",1
"[Change Thrown Exception Type, Extract Variable, Add Thrown Exception Type]",1
"[Change Attribute Access Modifier, Rename Variable, Add Attribute Modifier]",1
"[Rename Variable, Change Variable Type, Rename Parameter]",1
"[Parameterize Attribute, Add Parameter, Change Thrown Exception Type]",1
"[Add Parameter, Inline Variable, Extract Method]",1
"[Add Parameter Modifier, Change Variable Type, Add Class Modifier]",1
"[Rename Method, Change Return Type, Modify Class Annotation]",1
"[Change Attribute Access Modifier, Add Attribute Modifier, Move And Rename Attribute]",1
"[Rename Variable, Change Return Type, Change Variable Type]",1
"[Parameterize Variable, Extract Variable, Extract Method]",1
"[Change Return Type, Add Attribute Modifier, Encapsulate Attribute]",1
"[Move Source Folder, Add Attribute Modifier, Extract Variable]",1
"[Rename Method, Change Return Type, Remove Attribute Modifier]",1
combination,number
"[Modify Parameter Annotation, Rename Variable, Rename Attribute, Rename Parameter]",2
"[Add Method Annotation, Add Attribute Modifier, Remove Method Annotation, Rename Attribute]",1
"[Change Attribute Access Modifier, Rename Variable, Change Variable Type, Extract Method]",1
"[Change Method Access Modifier, Move Method, Add Method Modifier, Remove Parameter]",1
"[Add Class Annotation, Change Thrown Exception Type, Extract Variable, Change Variable Type]",1
"[Change Attribute Access Modifier, Rename Variable, Change Return Type, Move Attribute]",1
"[Change Method Access Modifier, Remove Method Annotation, Rename Attribute, Inline Variable]",1
"[Add Parameter, Change Method Access Modifier, Add Method Modifier, Extract Method]",1
"[Add Parameter, Change Return Type, Extract Variable, Extract Method]",1
"[Rename Method, Change Method Access Modifier, Remove Parameter, Parameterize Variable]",1
"[Reorder Parameter, Add Parameter, Inline Method, Extract Method]",1
"[Change Attribute Access Modifier, Replace Variable With Attribute, Add Thrown Exception Type, Extract Method]",1
"[Rename Method, Change Parameter Type, Change Return Type, Change Attribute Type]",1
"[Add Method Annotation, Add Parameter, Rename Variable, Change Variable Type]",1
"[Rename Method, Modify Method Annotation, Rename Attribute, Rename Parameter]",1
"[Localize Parameter, Add Parameter, Move Source Folder, Change Variable Type]",1
"[Modify Method Annotation, Rename Variable, Change Return Type, Change Attribute Type]",1
"[Change Attribute Access Modifier, Rename Variable, Extract Attribute, Extract Variable]",1
"[Change Attribute Access Modifier, Change Method Access Modifier, Move Method, Move Attribute]",1
"[Add Parameter, Change Attribute Access Modifier, Add Method Modifier, Change Attribute Type]",1
"[Modify Method Annotation, Rename Variable, Extract Method, Add Thrown Exception Type]",1
"[Add Parameter, Change Variable Type, Modify Class Annotation, Extract Method]",1
"[Add Parameter, Rename Variable, Change Return Type, Change Variable Type]",1
"[Rename Method, Add Parameter, Move Method, Move Source Folder]",1
"[Rename Method, Add Method Modifier, Remove Parameter, Rename Attribute]",1
"[Pull Up Method, Change Return Type, Pull Up Attribute, Extract And Move Method]",1
"[Rename Class, Remove Method Annotation, Change Attribute Type, Remove Class Annotation]",1
"[Add Parameter, Rename Variable, Change Thrown Exception Type, Change Variable Type]",1
"[Add Parameter, Add Thrown Exception Type, Extract Method, Inline Variable]",1
"[Modify Parameter Annotation, Modify Method Annotation, Add Parameter, Move Method]",1
"[Add Variable Modifier, Add Attribute Modifier, Change Return Type, Change Variable Type]",1
"[Inline Method, Rename Variable, Rename Attribute, Extract Method]",1
"[Change Return Type, Move Class, Extract Variable, Change Attribute Type]",1
"[Modify Method Annotation, Move Class, Change Thrown Exception Type, Change Variable Type]",1
"[Change Attribute Access Modifier, Change Method Access Modifier, Rename Variable, Extract Variable]",1
"[Add Parameter, Change Method Access Modifier, Extract Variable, Extract Method]",1
"[Modify Method Annotation, Add Parameter, Move Source Folder, Modify Class Annotation]",1
"[Add Parameter, Change Attribute Access Modifier, Modify Attribute Annotation, Extract Variable]",1
"[Rename Method, Add Parameter, Inline Method, Inline Variable]",1
"[Add Method Annotation, Remove Thrown Exception Type, Replace Variable With Attribute, Remove Method Annotation]",1
"[Rename Method, Inline Method, Change Thrown Exception Type, Extract Method]",1
"[Add Parameter, Rename Variable, Encapsulate Attribute, Extract Method]",1
"[Rename Variable, Change Method Access Modifier, Extract Method, Rename Parameter]",1
"[Rename Variable, Change Return Type, Remove Parameter, Extract Method]",1
"[Modify Method Annotation, Modify Attribute Annotation, Modify Class Annotation, Add Class Modifier]",1
"[Extract Attribute, Rename Attribute, Extract Variable, Extract Method]",1
"[Add Method Annotation, Rename Variable, Remove Method Annotation, Extract Variable]",1
"[Modify Method Annotation, Add Parameter, Change Variable Type, Inline Variable]",1
"[Change Method Access Modifier, Move Method, Change Thrown Exception Type, Extract And Move Method]",1
"[Add Parameter, Change Method Access Modifier, Move Source Folder, Remove Thrown Exception Type]",1
"[Add Parameter, Change Method Access Modifier, Remove Method Annotation, Extract Variable]",1
"[Change Method Access Modifier, Change Return Type, Remove Parameter, Change Variable Type]",1
"[Rename Method, Add Method Modifier, Remove Attribute Modifier, Add Class Modifier]",1
"[Rename Method, Remove Method Modifier, Change Class Access Modifier, Extract Method]",1
"[Add Method Annotation, Rename Method, Extract Attribute, Extract And Move Method]",1
"[Change Parameter Type, Remove Attribute Annotation, Change Return Type, Change Attribute Type]",1
"[Push Down Method, Rename Variable, Rename Parameter, Extract And Move Method]",1
"[Change Attribute Access Modifier, Rename Variable, Add Method Modifier, Change Variable Type]",1
"[Rename Method, Change Method Access Modifier, Extract Method, Inline Variable]",1
"[Change Parameter Type, Remove Method Annotation, Change Variable Type, Extract Method]",1
